value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemDescriptionContent,locality,district,State
Fiat,Punto,1.4 Emotion,2010.0,Diesel,Manual,71000,First,250000,"Fiat Punto Emotion 90HP, 2009, Diesel","PUNTO DIESEL 2010 EMOTION SINGLE RATE NEGOTIABLE EXCELLENT CONDITION SERVICE RECORD
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Exchange: Yes
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: November
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New",Nungambakkam Lake Area, Chennai, Tamil Nadu
Mahindra,KUV 100,2016-2017 mFALCON D75 K4 Plus 5str,2016.0,Diesel,Manual,49000,First,495000,"Mahindra Kuv 100 D75 K6 PLUS 5STR, 2016, Diesel",2016 mahindra kuv 100 single owner k4 diesel full condition lady driven,Choolai, Chennai, Tamil Nadu
Hyundai,i20 Active,1.2 SX,2017.0,Petrol,Manual,35000,First,595000,Gt. Hyundai New car selling best offer price,"Trichy registration
First owner
Petrol
1.2sx
Full condition
White colour
35000km driven
Excellent condition",Shanmuga Nagar, Tiruchirappalli, Tamil Nadu
Chevrolet,Enjoy,1.4 LTZ 8,2013.0,Diesel,Manual,62000,First,470000,"Chevrolet Enjoy 1.4 LT 7 STR, 2013, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: SUV
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: November",Nungambakkam, Chennai, Tamil Nadu
Tata,Indica,DLS,2008.0,Diesel,Manual,135000,Third,70000,Ford Ikon 2000 Diesel Well Maintain,"Tata Indica
Model 2008
Good conditions
Fc 27.8.2023
No insurance",Selvanagar Extension, Tiruchirappalli, Tamil Nadu
Honda,WR-V,i-VTEC S,2017.0,Petrol,Manual,15572,First,825000,"Honda WRV Wrv I-Vtec Vx, 2017, Diesel","TVS SUNDARAM MOTORS DEALER : vehicle is good condition call me olx sarath
ADDITIONAL VEHICLE INFORMATION:
Number of Airbags: 2 airbags
ABS: Yes
Type of Car: SUV
AM/FM Radio: Yes
Registration Place: TN
Insurance Type: Comprehensive
Make Month: March
Power steering: Yes
Color: Grey
Anti Theft Device: Yes
Condition: Used
Power Windows: Front & rear
Engine Capacity/Displacement (in Cc): 1199",Thousand Lights, Chennai, Tamil Nadu
Hyundai,Santro Xing,GLS,2007.0,Petrol,Manual,53000,Second,145000,Sale My Blacky,"ALANGAR CARS TRICHY
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Power Windows: Front
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1200
Fog Lamps: Yes
Interior color: Other
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: February
Lock System: Central
Tyre Condition: New",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Eeco,Smiles 5 Seater AC,2011.0,LPG,Manual,48000,Fourth,175000,"Hyundai Santro Xing GLS LPG, 2010, LPG","Enginee good condtion
Ac good condition
Out look well maintained",Trichy City, Tiruchirappalli, Tamil Nadu
Ford,Figo,1.5D TITANIUM SPORTS PACK,2010.0,Diesel,Manual,96350,Second,240000,Chevrolet Beat LT- Top model full company maintenance,"Figo Titanium Diesel
Place at patukottai
Owner second
Insurance live
V good condition
Power Stearing power windows
Alloywheel abs airbags
Contact 90250
Numbr 19470 & whatsup",Trichy City, Tiruchirappalli, Tamil Nadu
Toyota,Corolla,H5 1.8E,2006.0,Petrol,,105000,Second,180000,"Ford Fiesta EXi 1.4, 2006, Diesel","Top Model Good Condition call
ADDITIONAL VEHICLE INFORMATION:
Air Conditioning: Automatic Climate Control
Battery Condition: New
Cruise Control: Yes
Power steering: Yes
Power Windows: Front & rear
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags",Tondiarpet, Chennai, Tamil Nadu
Maruti Suzuki,Ertiga,2012-2015 VDI,2019.0,Diesel,Manual,12000,First,1100000,"Toyota Innova 2.0 V, 2011, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: SUV
Insurance Type: Comprehensive
Make Month: October",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Hyundai,EON,Magna +,2012.0,Petrol,Manual,38000,Second,245000,"Hyundai Eon Magna +, 2012, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: May",Chennai Central, Chennai, Tamil Nadu
Mahindra,Xylo,D4,2018.0,Diesel,Manual,70000,First,795000,"Toyota Innova 2.0 G4, 2008, Diesel",2018 Model XYLO D4 Single Owner Fc may 2022 Ins May 2021 All paper Currunt,Kalai Nagar, Madurai, Tamil Nadu
Toyota,Qualis,GS C4,2000.0,Diesel,Automatic,20000,Second,340000,"Toyota Qualis FS B3, 2004, Diesel",arjent sceal,Vandiyur Junction, Madurai, Tamil Nadu
Mahindra,Marazzo,M2,2019.0,Diesel,Manual,10500,First,1150000,Mahindra Marazzo 2019 Diesel 10500 Km Driven,"Marazzo,2019,m2 full extra feitting",Samayapuram, S Kannanur, Tamil Nadu
Toyota,Innova,2.5 GX (Diesel) 8 Seater,2006.0,Diesel,Manual,208000,Third,645000,"Toyota Innova 2.0 G4, 2008, Diesel",Good well maintained company serviced vehicles,Rajappa Nagar, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,800,,2007.0,Petrol,,46000,First,135000,"Tata Indica LSi, 2017, Diesel","Please Call - 9042 :: 6166 :: 92
S i n g l e owner
Petrol. Just 46000 kms used
Good outlook
Good running condition
Insurance next year August
S I N G L E owner
please call - 9042 :: 6166 :: 92
.
.
.
.
.
ADDITIONAL VEHICLE INFORMATION:",Egmore, Chennai, Tamil Nadu
Hyundai,i20,e i20 2014-2015 Asta 1.4 CRDi,2013.0,Diesel,Manual,134000,Second,485000,"Honda City 1.5 V Manual, 2011, Petrol",Full option car push start,Bhima Nagar, Tiruchirappalli, Tamil Nadu
Chevrolet,Beat,2010-2013 Diesel,2012.0,Diesel,Manual,70000,Third,130000,"Maruti Suzuki Alto LXi BS-III, 2006, Petrol","2 new tyre, Current insurance,All documents current, Power steering,front power windows,milage 22kmpl, music set,rectly done service, slightly negotiable , urgent sale",Samayapuram, S Kannanur, Tamil Nadu
Volkswagen,Vento,2013-2015 1.5 TDI Highline AT,2015.0,Diesel,Automatic,131201,First,430000,"Volkswagen Vento Comfortline Diesel, 2013, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: April
Engine Capacity/Displacement (in Cc): 1600",Vilangudi, Madurai, Tamil Nadu
Tata,Zest,Revotron 1.2T XM,2017.0,Diesel,Manual,57000,First,345000,"Honda Amaze 1.5 EX i-DTEC, 2013, Diesel",I want to sell immediately,Vyasarpadi M K B Nagar, Chennai, Tamil Nadu
Chevrolet,Aveo,Others,2008.0,Petrol,Manual,75000,Second,160000,Ford Fiesta diesel 80490 Kms 2008 year,"Well maintained
Good Ac
Good tires
Fantastic color
Reverse camera with display
Luxury car
Very reasonable price
Selling for buying big car.",Lakshmipuram, Madurai, Tamil Nadu
Hyundai,Grand I 10,,2017.0,Diesel,Manual,63200,First,375000,Hyundai Grand i10 2014,"2018 Registeration Excellent engine condition, Good New looking, only and six months old car Single owner only,A/C power steering Audio system Available All four tubeless Radial tyres very good condition
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
Air Conditioning: With Heater
Service History: Not Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Vehicle Certified: No
Interior color: Beige
Finance: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: December
Tyre Condition: New",Anna Nagar, Madurai, Tamil Nadu
Mahindra Renault,Logan,1.5 Diesel DLSX,2007.0,Diesel,Manual,67000,Second,250000,"Tata Manza Aura (ABS), Quadrajet BS-III, 2010, Diesel","A/C
Airbag
Power Steering
Power Windows
Center Locking System
Pioneer DVD player
Bluetooth
Sony Xplod Amplifier
Sony Xplod powerful Subwoofer
JBL speakers
Reverse Camera
Full insurance upto Aug 2021
4 Michelin tyres
Recently serviced
Light used own vehicle
Original factory paint",Kanpalayam, Madurai, Tamil Nadu
Mahindra,Xylo,H4 BS IV,2019.0,Diesel,Manual,32000,First,795000,"Toyota Innova 2.0 G4, 2008, Diesel","4tyres are good engine good in vehicle good condition A/c power steering power window XyloH4 k.pudur Moonru maavadi bala cars madurai call me
ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: SUV
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: August",K Pudur, Madurai, Tamil Nadu
Mercedes-Benz,GLA,Others,2015.0,Diesel,Automatic,98500,Second,1300000,"Mercedes-Benz B-Class B180 CDI, 2013, Diesel","New tyres good condition
Contact number",Jayprakash Nagar, Coimbatore, Tamil Nadu
Maruti Suzuki,Ciaz,2014-2017 ZXi Plus,2015.0,Diesel,Manual,33000,Second,575000,"Ford Ecosport EcoSport Titanium 1.0 Ecoboost, 2015, Diesel","ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Grey
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Parking Sensors: Yes
Flood Affected: No
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Finance: Yes
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: October
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Nungambakkam New Colony, Chennai, Tamil Nadu
Honda,Amaze,2013-2016 VX O iDTEC,2013.0,Diesel,Manual,58000,First,450000,"Honda Amaze 1.2 SMT I VTEC, 2014, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: December",Nungambakkam, Chennai, Tamil Nadu
Toyota,Qualis,FS B4,2003.0,Diesel,Automatic,290000,First,325000,"Toyota Qualis FS B3, 2000, Diesel",Single owner 2003 model,Anna Nagar East Kumaran Nagar, Chennai, Tamil Nadu
Maruti Suzuki,Grand Vitara,2009-2015 2.4 AT,2018.0,Diesel,Automatic,18000,First,820000,"Ford Ecosport EcoSport Titanium 1.5 Ti-VCT Automatic, 2017, Petrol","ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Grey
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Navigation System: Yes
Finance: Yes
Adjustable External Mirror: Power
Type of Car: SUV
Battery Condition: Old
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: May
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: Old
Number of Airbags: 4 airbags",Nungambakkam, Chennai, Tamil Nadu
Chevrolet,Spark,2007-2012 1.0 LT Option Pack,2008.0,Petrol,Manual,48000,First,115000,"Tata Indica V2 DLS BS-III, 2008, Diesel","Spark 2008 Model single owoner very good condtion,chill ac,good tyre contact
(Nine)
(Zero )
(Eight)
(zero)
(zero )
(Seven) (one)( four) (nine )four",Nungambakkam Mahalinga Puram, Chennai, Tamil Nadu
Renault,Koleos,4X4 AT,2013.0,Diesel,Automatic,118000,First,800000,SUV Renault Koleos 4×4 Auto,"ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
Air Conditioning: Automatic Climate Control
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Flood Affected: No
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Finance: Yes
Adjustable External Mirror: Power
Type of Car: SUV
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
ABS: Yes
Make Month: July
Bluetooth: Yes
Alloy Wheels: Yes
Tyre Condition: New
Number of Airbags: 2 airbags",Nungambakkam, Chennai, Tamil Nadu
Nissan,Micra,2010-2012 Diesel XV Premium,2012.0,Diesel,Manual,67000,Second,350000,"Nissan Micra XV Diesel, 2013, Diesel","single owner double entry good condition mileage 22 highway 24
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Black
Aux Compatibility: Yes
USB Compatibility: Yes
Service History: Available
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Flood Affected: No
Parking Sensors: Yes
Rear Parking Camera: Yes
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1500.0
Display Screen: Yes
Interior color: Beige
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
ABS: Yes
Power steering: Yes
Adjustable Steering: Yes
Make Month: July
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 1 airbag",Nungambakkam, Chennai, Tamil Nadu
Ford,Fiesta,2008-2011 1.4 ZXi Duratec,2008.0,Diesel,Manual,121576,Third,110000,Sale of Ford Ikon,Paka conditions,Vasantha Nagar Near Valan Nagar, Tiruchirappalli, Tamil Nadu
Mahindra,Bolero,SLX BS IV,2012.0,Diesel,Manual,80000,Second,495000,"Mahindra Scorpio VLX Airbags BS III, 2010, Diesel","avilable in Trichy,
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Color: Green
Air Conditioning: With Heater
Aux Compatibility: Yes
USB Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Type of Car: SUV
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Make Month: June
Lock System: Remote Controlled Central
Number of Airbags: None",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Hyundai,Fluidic Verna,1.6 CRDi SX,2012.0,Diesel,Manual,78000,Second,465000,"Volkswagen Vento Highline Diesel, 2014, Diesel","1st owner indian cricket palyer Ashwin Ravichandran
4 air bags
5 wheel alloys
4 wheel disc brakes
Keyless entry",Annamalai Nagar, Tiruchirappalli, Tamil Nadu
Tata,Indica,DLS,2005.0,Diesel,Manual,128012,Third,90000,"Tata Indigo LX, 2005, Diesel",Tata car emergency sale,Sangillyandapuram, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Alto 800,2012-2016 LXI,2014.0,Petrol,Manual,51000,Second,200000,"Maruti Suzuki Alto LXi BS-III, 2011, LPG","ADDITIONAL VEHICLE INFORMATION:
Color: Other
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: December",Amman Nagar, Tiruchirappalli, Tamil Nadu
Mahindra,Armada,,1993.0,Diesel,Manual,46000,Third,149000,"Mahindra Armada, 1993, Diesel","FC UPTO 2024
INDURANCE LIVE
GOOD CONDITION
ADDITIONAL VEHICLE INFORMATION:
Make Month: March
Color: Blue
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Insurance: Yes
Finance: Yes
Exchange: Yes",Villapuram, Madurai, Tamil Nadu
Maruti Suzuki,Swift Dzire,,2017.0,Petrol,,75000,,729999,"Toyota Innova 2.5 G4 7 STR, 2011, Diesel","Swift Dzire ZXI plus AMT 2017 Petrol Automatic Transmission Single Owner Keyless Entry Push Button START. LED DRL LED Headlights LED Taillamps 4 New Pirelli Tyres Touchscreen GPS Music System with Apple CarPlay & Android Auto Support Sporty Leather Cut Steering Wheels. Wooden Dashboard finish. Leather Seats ABS Dual Airbags Diamond Cut Alloywheels Bumper to Bumper Insurance Fully company maintenance Neat Interiors.
ADDITIONAL VEHICLE INFORMATION:
Variant: ZXI Plus AMT (Automatic)
Make Month: June
No. of Owners: First
Color: Grey
Type of Car: Sedans
Transmission: Automatic
Insurance Type: Zero Dep
Condition: New
Registration Place: TN
Engine Capacity/Displacement (in Cc): 1200
Power steering: Yes
Navigation System: Yes
Adjustable Steering: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Grey
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Exchange: Yes",SS Colony, Madurai, Tamil Nadu
Hyundai,i10,Magna,2014.0,Petrol,Manual,70000,First,385000,2015 Hyundai I10 petrol 36000 Kms,"ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: Hatchback
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: June",Ponmeni, Madurai, Tamil Nadu
Maruti Suzuki,Swift Dzire,ZDI,2015.0,Diesel,Manual,118452,Second,549999,"Toyota Innova 2.0 G4, 2008, Diesel","seemancars 38ff road near mm lodge
Goripalayam madurai model.2014
ADDITIONAL VEHICLE INFORMATION:
Color: White
Registration Place: TN
AM/FM Radio: Yes
Rear Parking Camera: Yes
Power Windows: Front & rear
Finance: Yes
Exchange: Yes
Type of Car: Sedans
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
ABS: Yes
Make Month: January
Bluetooth: Yes
Alloy Wheels: Yes
Number of Airbags: 2 airbags",Goripalayam, Madurai, Tamil Nadu
Chevrolet,Tavera,2012-2017 Neo 3 LS 10 Seats BSIV,2012.0,Diesel,Manual,120000,Second,425000,Tavera T board sale 2011,"Excellent vehicle, Double din set, Price slightly negotiable
ADDITIONAL VEHICLE INFORMATION:
Aux Compatibility: Yes
Tyre Condition: New
Accidental: No
Flood Affected: No
Insurance Type: Comprehensive
Registration Place: TN
Service History: Not Available
Power steering: Yes
Color: Brown
Insurance: Yes
Registration Transfer: Yes
Condition: Used
Power Windows: Front & rear
Alloy Wheels: Yes
Bluetooth: Yes
Exchange: Yes
Finance: Yes
Display Screen: Yes
Warranty: Yes
Type of Car: SUV
AM/FM Radio: Yes
Vehicle Certified: Yes
USB Compatibility: Yes
Automatic Boot: Yes
Adjustable External Mirror: Power
Make Month: February
Battery Condition: New
Navigation System: Yes
Adjustable Steering: Yes
Air Conditioning: With Heater",Trichy City, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Omni,5 STR BS-III,2014.0,Petrol,Manual,70000,Second,175000,"Hyundai Santro Xing GLS LPG, 2010, LPG","company maitance showroom Sarvice till date only Full xstra fittings qoluty car loan avilabule DonT miss
ADDITIONAL VEHICLE INFORMATION:
Tyre Condition: New
Accidental: No
Flood Affected: No
Registration Place: TN
Insurance Type: No Insurance
Service History: Available
Color: Silver
Insurance: Yes
Registration Transfer: Yes
Condition: Used
Exchange: Yes
Finance: Yes
Type of Car: Convertible
Vehicle Certified: Yes
Make Month: November
Battery Condition: New
Engine Capacity/Displacement (in Cc): 1000",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Swift Dzire,Swift Dzire Tour,2018.0,Diesel,Automatic,69000,First,550000,"Maruti Suzuki Swift Dzire VDI, 2015, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: White
Registration Place: TN
Condition: New
Make Month: March",Ellis Nagar, Madurai, Tamil Nadu
Maruti Suzuki,Alto 800,Others,2020.0,Petrol,Manual,200,First,295000,"Maruti Suzuki Alto 800 Vxi, 2016, Petrol",Tour H1 for Ssale,Thousand Lights, Chennai, Tamil Nadu
