link,value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemLocation,itemDescriptionContent
"https://www.olx.in/item/renault-duster-rxl-petrol-2014-petrol-iid-1591586777
",Renault,Duster,2012-2015 Petrol RxL,2014,Petrol,Manual,"65,000 km",Second,"₹ 4,75,000","Renault Duster 110 PS RxL Diesel, 2015, Diesel","Mylapore Luz Avenue, Chennai, Tamil Nadu","very good condition company services
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Black
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Finance: Yes
Adjustable External Mirror: Power
Type of Car: SUV
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: September
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/hyundai-santro-2002-iid-1587850303
",Hyundai,Santro,LE,2002,Petrol,Manual,"80,000 km",Second,"₹ 45,000",Maruti 800,"Lakshmi Nagar, Tiruchirappalli, Tamil Nadu","Hyundai sandro LPG,PETROL"
"https://www.olx.in/item/hyundai-elite-i20-2015-diesel-well-maintained-iid-1579228234
",Hyundai,Elite i20,Asta 1.4 CRDI,2015,Diesel,Manual,"102,224 km",First,"₹ 5,95,000",Gt. Hyundai New car selling best offer price,"Annamalai Nagar, Tiruchirappalli, Tamil Nadu",Hyundai elite i20 asta top end
"https://www.olx.in/item/chevrolet-sail-13-lt-abs-2013-diesel-iid-1574645360
",Chevrolet,Sail,LT ABS,2013,Diesel,Manual,"51,000 km",First,"₹ 4,35,000",Nissan Sunny 2013 Diesel XL For Sale,"Chennai Central, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: Sedans
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: April"
"https://www.olx.in/item/maruti-suzuki-omni-8-str-bs-iii-2014-petrol-iid-1592429129
",Maruti Suzuki,Omni,8 Seater BSII,2014,Petrol,Manual,"26,000 km",First,"₹ 2,50,000","Maruti Suzuki Eeco 7 STR, 2012, Petrol","Thillai Nagar, Tiruchirappalli, Tamil Nadu","ALANGAR CARS TRICHY
ADDITIONAL VEHICLE INFORMATION:
Color: White
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 800
Exchange: Yes
Type of Car: Minivans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Make Month: January
Tyre Condition: New"
"https://www.olx.in/item/tata-indica-vista-aqua-quadrajet-bs-iii-2012-diesel-iid-1589801713
",Tata,Indica Vista,Aqua Quadrajet BS-III,2012,Diesel,Manual,"110,000 km",Second,"₹ 2,40,000",Ford Figo Titanium top End Single owner showroom condition,"Kudal Nagar, Madurai, Tamil Nadu","OFFICE ADDRESS :::NEW AYAN CARS :::ASHOK NAGAR 1ST STREET, ANJAL NAGAR BUS STOP, NEARBY INDIAN BANK, ALANGANALLUR MAIN ROAD, MADURAI
Tata vista 2012model, 2nd owner, Company service record,
Power steering, power windows, AC good condition, neat interior, all new tyres, percentage, no Dent no scratches no replacement, engine good condition insurance live,
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Service History: Available
Exchange: Yes
Type of Car: Hatchback
Registration Place: TN
Battery Condition: New
Insurance Type: Third Party
Condition: Used
Warranty: Yes
Make Month: October
Tyre Condition: New
Vehicle Certified: Yes"
"https://www.olx.in/item/mahindra-scorpio-2006-iid-1586370920
",Mahindra,Scorpio,2006-2009 SLX 2.6 Turbo 7 Str,2006,Diesel,Manual,"210,000 km",Second,"₹ 2,80,000",Tata safari dicor excellent condition,"Bharathiyar Salai, Tiruchirappalli, Tamil Nadu",Well maintained vehicle engine good condition no replace ment
"https://www.olx.in/item/maruti-suzuki-omni-8-str-bs-iii-2009-petrol-iid-1592292891
",Maruti Suzuki,Omni,8 Seater BSII,2009,Petrol,Manual,"72,000 km",Second,"₹ 1,35,000","Tata Indica LSi, 2017, Diesel","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: December"
"https://www.olx.in/item/maruti-suzuki-swift-dzire-tour-2015-diesel-iid-1591976807
",Maruti Suzuki,Swift Dzire,Swift Dzire Tour,2015,Diesel,Manual,"148,000 km",Second,"₹ 5,49,999","Toyota Innova 2.0 G4, 2008, Diesel","K Pudur, Madurai, Tamil Nadu","vechile Good condition loan Available Exchange Available
ADDITIONAL VEHICLE INFORMATION:
Color: White
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Type of Car: Sedans
Registration Place: TN
AM/FM Radio: Yes
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Power Windows: Front
Make Month: May
Bluetooth: Yes"
"https://www.olx.in/item/guru-nanak-jeep-modify-iid-1579672665
",-1,-1,-1,2019,-1,-1,250 km,-1,"₹ 5,50,000",Bhawna modified jeeps,"Trichy City, Tiruchirappalli, Tamil Nadu",Willy jeep Zipsy Thar modified
"https://www.olx.in/item/maruti-suzuki-wagon-r-2002-iid-1591480417
",Maruti Suzuki,Wagon R,CNG LXI Opt,2002,Petrol,Manual,"80,000 km",Fourth,"₹ 98,000",800 AC and lpg 2004 modal registered Nov 2006,"Anaiyur, Madurai, Tamil Nadu",ஓ.என் sell
"https://www.olx.in/item/maruti-suzuki-omni-8-str-bs-iii-2010-lpg-iid-1591929504
",Maruti Suzuki,Omni,8 Seater BSII,2010,LPG,Manual,"122,000 km",Second,"₹ 1,75,000","Hyundai Santro Xing GLS LPG, 2010, LPG","Thillai Nagar, Tiruchirappalli, Tamil Nadu","ALANGAR CARS TRICHY
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 800
Exchange: Yes
Type of Car: Minivans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Make Month: July
Tyre Condition: New"
"https://www.olx.in/item/ford-figo-aspire-2018-diesel-well-maintained-iid-1589176515
",Ford,Figo Aspire,1.5 TDCi Titanium,2018,Diesel,Manual,"12,000 km",Second,"₹ 5,50,000","Hyundai Xcent SX 1.2, 2015, Diesel","Annpandi Road Area, Madurai, Tamil Nadu",Leather seat
"https://www.olx.in/item/hyundai-verna-2009-diesel-iid-1592074735
",Hyundai,Verna,2006-2009 CRDi SX ABS,2009,Diesel,Manual,"106,000 km",Second,"₹ 2,60,000","Very good Verna diesel, brokers pl excuse","Mylapore Vinayaka Nagar, Chennai, Tamil Nadu","No repairs needed all done only buying driving
All 4 power windows
Reverse camera fitted by company
All company service only
Price slightly negotible
Msg me for details"
"https://www.olx.in/item/in-nova-for-sale-iid-1591126116
",Toyota,Innova,2004-2011 2.5 G (Diesel) 7 Seater BS IV,2007,Diesel,Manual,"238,000 km",First,"₹ 4,85,000","Honda City 1.5 V Manual, 2011, Petrol","Ancillary Colony, Thuvakudi, Tamil Nadu","New look, pakka condition, chill roof ac
, double din set with amp,insurance till mar2021, two new tyre, perfect maintenance."
"https://www.olx.in/item/brand-new-condition-maruti-swift-vdi-with-abs-limited-edition-series-iid-1592771373
",Maruti Suzuki,Swift,2004-2010 VDi BSIII W/ ABS,2010,Diesel,Manual,"54,000 km",First,"₹ 3,25,000","Mahindra Scorpio LX BS-III, 2003, Diesel","Mylapore CIT Colony, Chennai, Tamil Nadu",Brand new condition Maruti Swift vdi mark 3 engine with ABS limited edition with good showroom service record less kilometer drived car without single scratch showroom look maintained vehicle
"https://www.olx.in/item/mahindra-xuv500-xuv500-w6-2015-diesel-iid-1591988356
",Mahindra,XUV500,2011-2015 W6 2WD,2015,Diesel,Manual,"95,000 km",First,"₹ 10,25,000","Toyota Fortuner 3.0 4x4 Manual, 2009, Diesel","KK Nagar, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: SUV
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: October"
"https://www.olx.in/item/very-good-contion-iid-1592535842
",Tata,Safari,DICOR 2.2 VX 4x2 BS IV,2009,Diesel,Manual,"94,000 km",First,"₹ 3,00,000",2007 Tata Safari DICOR EX 4x2 86000 Kms,"Kilpauk AK Swami Nagar, Chennai, Tamil Nadu",Another perpose
"https://www.olx.in/item/maruti-suzuki-swift-vdi-2014-diesel-iid-1582722827
",Maruti Suzuki,Swift,2011-2014 VDI,2014,Diesel,Manual,"54,000 km",First,"₹ 5,25,000","Maruti Suzuki Swift VDi, 2014, Diesel","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Grey
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Finance: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Make Month: July
Tyre Condition: New"
"https://www.olx.in/item/2013-registration-iid-1587522635
",Maruti Suzuki,Swift,LDI BSIV,2012,Diesel,Manual,"126,000 km",First,"₹ 4,50,000","Maruti Suzuki Swift VDi, 2014, Diesel","Trichy City, Tiruchirappalli, Tamil Nadu","Good Vehicle, Excellent performance, New tyres"
"https://www.olx.in/item/only-modified-jeeps-iid-1537273293
",-1,-1,-1,-1,-1,-1,-1,-1,"₹ 3,80,000",Sports #willy #open #closed #thar #modifiedjeeps #jeep,"Gokula Nagar, Tiruchirappalli, Tamil Nadu","Harsh jain motors
Best modified jeeps with many more features:-
Power steering...power clutch...etc.
Interestee candidate contact me"
"https://www.olx.in/item/tata-indica-vista-2013-diesel-good-condition-iid-1592349661
",Tata,Indica Vista,TDI LS,2013,Diesel,Manual,"90,000 km",Third,"₹ 1,60,000",Ford Fiesta diesel 80490 Kms 2008 year,"Arapalayam, Madurai, Tamil Nadu",Engine is in good condition and price is negotiable
"https://www.olx.in/item/omni-good-condition-iid-1592712468
",Maruti Suzuki,Omni,Others,2011,CNG & Hybrids,Manual,"80,000 km",Third,"₹ 1,70,000",Omni good condition,"Vullampali, Pullampadi, Tamil Nadu",I need money so for I selling my omni good loking lnsur live fuel petrol &Lpg usp Buletooth am fm car live in trichy Pullampadi price slightly negotiable mfi engein
"https://www.olx.in/item/tata-aria-pleasure-4x2-2012-diesel-iid-1592689293
",Tata,Aria,2010-2013 Pleasure 4x2,2012,Diesel,Manual,"54,000 km",First,"₹ 5,25,000","Chevrolet Enjoy 1.4 LTZ 8 STR, 2017, Diesel","Thillai Nagar, Tiruchirappalli, Tamil Nadu","A/C P/S P/W C/L LOCATION:PUDUKKOTTAI(DIST) KARAMBAKKUDI VANIYA STREET. GAS COMPANY OPPOSITE COMPANY MUSIC SYSTEM FULL INSURANCE COMPANY MAINTANCE ALL PAPER CURRENTS
ADDITIONAL VEHICLE INFORMATION:
Make Month: March
Color: Grey
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Adjustable Steering: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Exchange: Yes"
"https://www.olx.in/item/maruti-suzuki-swift-dzire-vdi-2008-diesel-iid-1582790214
",Maruti Suzuki,Swift Dzire,VDI,2008,Diesel,Manual,"80,000 km",Second,"₹ 3,25,000","Mahindra Scorpio LX BS-IV, 2006, Diesel","Palanganatham, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: September"
"https://www.olx.in/item/aleytata-marco-polo-school-bus-iid-1548819139
",-1,-1,-1,2012,-1,-1,"70,000 km",-1,"₹ 16,00,000","A.ley,tata Marco polo school bus","Trichy City, Tiruchirappalli, Tamil Nadu","35,37 seats,single owner,insurance 1 year current,all tyres good condition,engine good condition.ph:98429*38899,98436*51916"
"https://www.olx.in/item/bajaj-auto-compact-iid-1574063849
",-1,-1,-1,2018,-1,-1,"28,093 km",-1,"₹ 1,55,000",Bajaj compact,"T Nagar Gangai Karai Puram, Chennai, Tamil Nadu",Commercial vehicles
"https://www.olx.in/item/volkswagen-polo-gt-tdi-2015-diesel-iid-1589986020
",Volkswagen,Polo,GT 1.5 TDI,2015.0,Diesel,Manual,"70,000 km",First,"₹ 4,30,000","Volkswagen Vento Comfortline Diesel, 2013, Diesel","Teppuakulam Naw Colony, Madurai, Tamil Nadu","*VOLKSWAGEN POLO GT TDI* 2015 Diesel Top End Model 70000 km Single owner Zero depreciation Insurance live till- oct 2020 Manual Transmission Auto Climatronic AC Rear AC vents Auto Foldable side mirrors Automatic RainSensing wipers Neat Interiors. Fully company maintenance Volkswagen music audio system Reverse parking sensor with camera ABS DUAL Airbag Brand new tyers
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Grey
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
USB Compatibility: Yes
Service History: Available
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Parking Sensors: Yes
Rear Parking Camera: Yes
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1500.0
Fog Lamps: Yes
Display Screen: Yes
Interior color: Beige
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Zero Dep
Condition: New
ABS: Yes
Power steering: Yes
Adjustable Steering: Yes
Make Month: September
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/skoda-octavia-2007-iid-1592835132
",Skoda,Octavia,2000-2010 2.0 MPI,2007,Petrol,Manual,"44,000 km",Third,"₹ 2,25,000","Ford Fiesta ZXi 1.4 TDCi, 2009, Diesel","Akilandeswari Nagar, Tiruchirappalli, Tamil Nadu",Good condition with needed features
"https://www.olx.in/item/indian-cars-annanagar-trichy-near-nexa-showroom-iid-1587180518
",Tata,Zest,AMT Quadrajet 1.3 XMA,2014,Diesel,Automatic,"11,800 km",First,"₹ 7,00,000","Hyundai Xcent SX 1.1 CRDi (O), 2017, Diesel","Jeeva Nagar, Tiruchirappalli, Tamil Nadu",Finance also available we can exchange your old car
"https://www.olx.in/item/hyundai-i20-magna-14-crdi-6-speed-2011-diesel-iid-1591160686
",Hyundai,i20,Magna 1.4 CRDI 6 Speed,2011,Diesel,Manual,"73,000 km",Second,"₹ 3,00,000","Hyundai I20 Asta 1.2, 2010, Petrol","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Red
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Not Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Parking Sensors: Yes
Flood Affected: No
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1400
Display Screen: Yes
Interior color: Red
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: June
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: None"
"https://www.olx.in/item/all-paper-current-good-conditions-iid-1583844692
",Maruti Suzuki,-1,-1,2017,-1,-1,"100,000 km",-1,"₹ 4,75,000",Sml school bus,"Vyasarpadi M K B Nagar, Chennai, Tamil Nadu",No engine noise. No issue.single owner
"https://www.olx.in/item/maruti-suzuki-swift-zdi-2014-diesel-iid-1590703781
",Maruti Suzuki,Swift,2011-2014 ZDi,2014,Diesel,Manual,"68,000 km",Second,"₹ 4,70,000","Maruti Suzuki Swift ZDi, 2014, Diesel","Ellis Nagar, Madurai, Tamil Nadu","Office address:
NEW ROYAL CARS,
16, Ellis nagar 70 feet main road,
Madurai-625016.
landmark: opposite to bsnl office and near Central Bank of India.
new Bridgestone tyres,Dual Airbags,ABS brake, original Alloywheels, Automatic climate control,freezing AC, company music systems, excellent engine condition, excellent body condition,no replacements, highway mileage upto 24 per litre., Coimbatore registration 2nd owner, no insurance.
note: finance options also available upto 4L with minimum interest.
ADDITIONAL VEHICLE INFORMATION:
Color: White
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1300
Fog Lamps: Yes
Interior color: Black
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: Old
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: June
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/hyundai-fluidic-verna-16-vtvt-s-o-automatic-2017-petrol-iid-1590584994
",Hyundai,Fluidic Verna,1.6 VTVT S (O) Automatic,2017,Petrol,Automatic,"13,500 km",First,"₹ 6,50,000","Skoda Rapid 1.5 TDI CR Ambition Automatic with Alloy Wheels, 2016, D..","Nungambakkam Thirumurthy Nagar, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Make Month: January
Color: White
Type of Car: Sedans
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN"
"https://www.olx.in/item/mahindra-tourister-van-fc-insurance-current-kallakurchi-led-tv-f-iid-1592104989
",Mahindra,Others,Others,2008,Diesel,Manual,"120,000 km",Third,"₹ 4,74,999","Mahindra Bolero DI BS III, 2011, Diesel","2nd Kullan, Madurai, Tamil Nadu",Tourister Mahindra van FC insurance current kallakurchi LED TV fittings Tyres New
"https://www.olx.in/item/maruti-suzuki-800-duo-ac-lpg-2008-lpg-iid-1592509794
",Maruti Suzuki,800,Duo AC LPG,2008,LPG,Manual,"65,000 km",First,"₹ 1,15,000","Tata Indica V2 DLS BS-III, 2008, Diesel","Nungambakkam Lake Area, Chennai, Tamil Nadu","MARUTI 800 DX AC 2008 SINGLE EXCELLENT CONDITION RATE NEGOTIABLE
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Silver
Exchange: Yes
Type of Car: Hatchback
Registration Place: TN
Accidental: No
Insurance Type: Comprehensive
Flood Affected: No
Condition: Used
Make Month: November
Lock System: Central
Vehicle Certified: Yes"
"https://www.olx.in/item/hyundai-sonata-embera-manual-leather-2007-diesel-iid-1592672859
",Hyundai,Sonata Embera,Sonata Embera Manual (Leather),2007,Diesel,Manual,"139,000 km",Second,"₹ 3,25,000",Nissan Sunny 2012 Diesel Well Maintained,"Sandaipettai, Pudukkottai, Tamil Nadu","A/C P/S P/W C/L ABS AIR BAGS ALLOY WHEEL LOCATION:PUDUKKOTTAI(DIST) KARAMBAKKUDI VANIYA STREET. GAS COMPANY OPPOSITE COMPANY MUSIC SYSTEM FULL INSURANCE COMPANY MAINTANCE ALL PAPER CURRENTS
ADDITIONAL VEHICLE INFORMATION:
Make Month: March
Color: Blue
Type of Car: Sedans
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Adjustable Steering: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Gold
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Exchange: Yes"
